title,brand,category,actual_price,discount_price,rating,rating_count,discount_percent,price_category,popularity_score,revenue_potential
Smartphone with AMOLED Display,OnePlus,Laptop,958.02,18427.0,3.0,4838,-1823.4462746080458,Midrange,25.453390100379956,4634900.76
Smart Fitness Watch,Dell,Smartphone,125.0,48682.0,3.3,4338,-38845.6,Budget,27.638817313134556,542250.0
Noise Cancelling Earbuds,LG,Tablet,159.52,66695.0,2.4,4829,-41709.80441323971,Budget,20.358244191951886,770322.0800000001
Android Tablet,Dell,Smartwatch,938.34,57098.0,2.9,419,-5985.001172282968,Midrange,17.5167386627045,393164.46
Gaming Laptop,HP,Tablet,123.9,280.0,2.5,3849,-125.98870056497174,Budget,20.639571068204575,476891.10000000003
Gaming Laptop,LG,Monitor,477.59,12755.0,3.6,1037,-2570.700810318474,Budget,25.002183829413003,495260.82999999996
Wireless Bluetooth Headphones,HP,Monitor,931.1,51909.0,4.6,2754,-5475.018794973686,Midrange,36.43739451930026,2564249.4
Portable Bluetooth Speaker,Boat,Tablet,420.05,2121.0,1.7,1329,-404.9398881085585,Budget,12.227988176066859,558246.4500000001
Smart Fitness Watch,OnePlus,Headphones,555.72,29435.0,2.5,3410,-5196.732167278485,Midrange,20.336901956046614,1895005.2000000002
High Resolution Monitor,Boat,Laptop,366.04,25791.0,1.6,3442,-6945.95126215714,Budget,13.03055754134164,1259909.6800000002
Gaming Laptop,Apple,Headphones,799.9,17778.0,3.5,2008,-2122.527815976997,Midrange,26.618873276852273,1606199.2
Android Tablet,Dell,Headphones,828.16,54182.0,3.9,4163,-6442.455564142195,Midrange,32.50350257596595,3447630.08
Noise Cancelling Earbuds,HP,Tablet,492.39,18524.0,4.7,4932,-3662.0585308393756,Budget,39.96740222579857,2428467.48
Gaming Laptop,JBL,Camera,286.75,32048.0,2.1,1358,-11076.285963382737,Budget,15.150459269717402,389406.5
Noise Cancelling Earbuds,Boat,Camera,885.9,74513.0,4.8,4888,-8310.994468901683,Midrange,40.7747667003775,4330279.2
4K Action Camera,Apple,Camera,486.46,1313.9,1.3,2141,-170.09414957036552,Budget,9.970343826310003,1041510.86
4K Action Camera,Samsung,Laptop,717.99,24794.0,3.4,489,-3353.251438042312,Midrange,21.060978329755883,351097.11
Portable Bluetooth Speaker,Mi,Headphones,31.84,31634.0,1.2,4901,-99253.01507537688,Budget,10.19687827690567,156047.84
Smartphone with AMOLED Display,LG,Smartphone,901.02,6690.0,4.6,1789,-642.4918425784111,Midrange,34.45386613464008,1611924.78
High Resolution Monitor,Apple,Smartwatch,377.39,70859.0,3.1,2589,-18676.067198388937,Budget,24.364180779550107,977062.71
Wireless Bluetooth Headphones,OnePlus,Camera,521.87,60944.0,3.7,3426,-11578.00410063809,Midrange,30.11592993093605,1787926.62
Portable Bluetooth Speaker,Boat,Camera,203.83,64810.0,4.3,2115,-31696.10459696806,Budget,32.926316009806214,431100.45
Laptop with SSD Storage,OnePlus,Monitor,876.38,16713.0,1.6,4735,-1807.0494534334423,Midrange,13.540717082502148,4149659.3
Wireless Bluetooth Headphones,Mi,Headphones,405.0,69322.0,1.2,1590,-17016.54320987654,Budget,8.846541634005344,643950.0
Smart Fitness Watch,JBL,Headphones,851.39,63104.0,4.5,2128,-7311.879397221016,Midrange,34.485334492020655,1811757.92
Android Tablet,Dell,Laptop,287.28,18107.0,2.3,2809,-6202.910052910054,Budget,18.264161453353918,806969.5199999999
Laptop with SSD Storage,Dell,Laptop,720.1,53029.0,1.5,641,-7264.116094986808,Midrange,9.696882455534942,461584.10000000003
Laptop with SSD Storage,OnePlus,Camera,792.95,399.0,2.9,971,49.68156882527272,Midrange,19.950131832935273,769954.4500000001
Portable Bluetooth Speaker,HP,Headphones,641.09,59925.0,3.4,613,-9247.361524902899,Midrange,21.827982755700283,392988.17000000004
Smartphone with AMOLED Display,JBL,Smartphone,889.72,13656.0,1.1,2835,-1434.8649013172685,Midrange,8.74516487641722,2522356.2
Portable Bluetooth Speaker,Dell,Smartwatch,287.6,73788.0,2.1,892,-25556.46731571627,Budget,14.268631819840648,256539.2
Smart Fitness Watch,JBL,Tablet,885.5,47777.0,1.1,3490,-5295.482778091474,Midrange,8.973737857815541,3090395.0
Gaming Laptop,Apple,Headphones,731.23,44455.0,2.7,3494,-5979.482515761114,Midrange,22.02953936760336,2554917.62
Gaming Laptop,JBL,Monitor,886.83,71759.0,4.6,1084,-7991.629737379203,Midrange,32.15094222348297,961323.7200000001
Smartphone with AMOLED Display,Sony,Tablet,629.1,8725.0,4.9,4226,-1286.90192338261,Midrange,40.91131422277727,2658576.6
Smart Fitness Watch,Mi,Headphones,496.18,52490.0,3.5,526,-10478.822201620378,Budget,21.93520191989477,260990.68
Smartphone with AMOLED Display,Dell,Speaker,628.15,6238.0,1.6,3332,-893.0749024914431,Midrange,12.978604925292386,2092995.7999999998
Noise Cancelling Earbuds,JBL,Laptop,559.57,22932.0,4.6,4567,-3998.1467912861663,Midrange,38.76342145614489,2555556.1900000004
Gaming Laptop,OnePlus,Monitor,392.41,18185.0,3.1,4723,-4534.183634463953,Budget,26.227274649683483,1853352.4300000002
Laptop with SSD Storage,Samsung,Smartwatch,45.74,3006.0,1.6,148,-6471.928290336686,Budget,8.006314089512735,6769.52
High Resolution Monitor,Sony,Camera,258.01,22622.0,4.7,496,-8667.877214061471,Budget,29.180373122654157,127972.95999999999
Android Tablet,Sony,Monitor,754.56,41662.0,4.0,2797,-5421.363443596269,Midrange,31.746640620901704,2110504.32
Smart Fitness Watch,HP,Headphones,900.02,51371.0,3.9,2509,-5607.762049732229,Midrange,30.529348325290734,2258150.18
Wireless Bluetooth Headphones,JBL,Camera,555.03,48780.0,3.8,1749,-8688.714123560889,Midrange,28.376010054286724,970747.47
Smartphone with AMOLED Display,HP,Headphones,517.79,70681.0,1.8,1160,-13550.514687421542,Midrange,12.702666567056204,600636.3999999999
Android Tablet,HP,Camera,44.51,15278.0,1.8,4675,-34224.87081554707,Budget,15.210356980665527,208084.25
Wireless Bluetooth Headphones,Samsung,Smartwatch,346.85,1308.0,3.8,3766,-277.10826005477867,Budget,31.289329989229753,1306237.1
Android Tablet,Apple,Laptop,69.94,12746.0,1.9,4653,-18124.19216471261,Budget,16.04641645333825,325430.82
High Resolution Monitor,JBL,Smartwatch,91.95,69120.0,2.8,523,-75071.28874388254,Budget,17.532176716098917,48089.85
Wireless Bluetooth Headphones,Boat,Speaker,879.89,42899.0,4.1,1298,-4775.49580061144,Midrange,29.394335068349456,1142097.22
Portable Bluetooth Speaker,Dell,Smartphone,56.57,59690.0,4.1,2237,-105415.29079017148,Budget,31.624685344374665,126547.09
4K Action Camera,HP,Laptop,844.72,18669.0,2.8,296,-2110.0814471067333,Midrange,15.942449988647558,250037.12
Portable Bluetooth Speaker,Mi,Smartwatch,303.8,72062.0,4.2,152,-23620.210664911123,Budget,21.12783926984823,46177.6
Gaming Laptop,LG,Speaker,742.7,61536.0,4.4,3636,-8185.444997980342,Midrange,36.075223557942756,2700457.2
4K Action Camera,Mi,Smartphone,401.11,47263.0,3.6,2954,-11683.052030615043,Budget,28.768514147424717,1184878.94
Portable Bluetooth Speaker,Samsung,Speaker,319.49,534.1,1.9,2994,-67.1726814610786,Budget,15.208929070044144,956553.06
4K Action Camera,Samsung,Headphones,276.8,28533.0,2.1,1565,-10208.164739884392,Budget,15.448187740756572,433192.0
4K Action Camera,OnePlus,Tablet,444.37,71652.0,2.3,4615,-16024.400837140223,Budget,19.40575275883225,2050767.55
Laptop with SSD Storage,Apple,Headphones,698.01,20523.0,1.5,4691,-2840.215756221258,Midrange,12.68042131466005,3274364.91
Smartphone with AMOLED Display,Dell,Camera,666.13,65651.0,2.1,1179,-9755.583744914657,Midrange,14.853866406665391,785367.27
Smartphone with AMOLED Display,HP,Laptop,403.1,16929.0,1.8,4058,-4099.702307119822,Budget,14.955645450310016,1635779.8
Laptop with SSD Storage,Mi,Headphones,578.85,65916.0,2.8,1379,-11287.406063747085,Midrange,20.2435485788235,798234.15
Android Tablet,LG,Monitor,349.84,34997.0,4.6,3326,-9903.715984450037,Budget,37.305200869684995,1163567.8399999999
Noise Cancelling Earbuds,Samsung,Speaker,275.74,74443.0,1.4,3580,-26897.533908754624,Budget,11.456756317997806,987149.2000000001
Android Tablet,Samsung,Laptop,81.58,70652.0,3.9,117,-86504.55994116205,Budget,18.605670035416093,9544.86
Wireless Bluetooth Headphones,Apple,Tablet,733.56,34995.0,3.7,1605,-4670.570914444626,Midrange,27.311557009674818,1177363.7999999998
Wireless Bluetooth Headphones,LG,Monitor,401.48,18476.0,1.4,3393,-4501.972701006277,Budget,11.381670224111838,1362221.6400000001
4K Action Camera,LG,Headphones,891.39,54509.0,4.7,3963,-6015.056260447167,Midrange,38.939541808614436,3532578.57
Portable Bluetooth Speaker,Apple,Camera,914.83,15128.0,3.3,4099,-1553.6405670998984,Midrange,27.451849433884913,3749888.1700000004
Portable Bluetooth Speaker,Samsung,Smartwatch,903.01,7227.0,2.5,4099,-700.3233629749394,Midrange,20.796855631731,3701437.9899999998
Smartphone with AMOLED Display,Dell,Camera,433.18,16787.0,4.0,2776,-3775.2943349185093,Budget,31.716505949227198,1202507.68
Smart Fitness Watch,JBL,Monitor,315.39,42045.0,2.0,1740,-13231.113859031675,Budget,14.924429879536378,548778.6
Android Tablet,JBL,Smartphone,786.98,10823.0,3.8,3523,-1275.2573127652547,Midrange,31.035937550813067,2772530.54
Gaming Laptop,Apple,Headphones,622.45,29838.0,1.2,2773,-4693.638043216322,Midrange,9.51365472104973,1726053.85
High Resolution Monitor,LG,Monitor,652.79,8543.0,4.4,3355,-1208.6903904777953,Midrange,35.721422297383235,2190110.4499999997
Portable Bluetooth Speaker,HP,Smartphone,38.55,72270.0,2.8,2148,-187370.81712062255,Budget,21.48372211059903,82805.4
High Resolution Monitor,Apple,Smartphone,316.65,35575.0,3.5,331,-11134.801831675351,Budget,20.317972391207707,104811.15
4K Action Camera,Dell,Speaker,445.28,31468.0,1.9,4347,-6967.014013654331,Budget,15.91719537165809,1935632.16
High Resolution Monitor,Apple,Laptop,484.83,7534.0,3.7,2948,-1453.9467442196233,Budget,29.560119212616524,1429278.8399999999
Gaming Laptop,Sony,Speaker,55.85,48608.0,4.1,2969,-86933.12444046553,Budget,32.78490065036665,165818.65
Laptop with SSD Storage,Mi,Headphones,483.87,27559.0,2.9,991,-5595.538057742782,Budget,20.00919701112613,479515.17
Gaming Laptop,LG,Smartphone,376.57,29508.0,3.5,1539,-7735.993308017102,Budget,25.688381933926863,579541.23
High Resolution Monitor,OnePlus,Tablet,192.99,48674.0,2.8,1189,-25120.995906523654,Budget,19.82878404109561,229465.11000000002
Gaming Laptop,OnePlus,Monitor,497.48,46239.0,4.6,4582,-9194.645010854707,Budget,38.77850178874197,2279453.36
Noise Cancelling Earbuds,LG,Smartwatch,996.94,37683.0,3.0,3726,-3679.8663911569397,Midrange,24.670076698437775,3714598.4400000004
4K Action Camera,Dell,Smartphone,23.79,4656.0,4.4,4572,-19471.248423707442,Budget,37.082868784095446,108767.87999999999
Android Tablet,Sony,Monitor,174.45,70539.0,4.2,4127,-40335.081685296645,Budget,34.967302890077875,719955.1499999999
Laptop with SSD Storage,Sony,Tablet,792.52,12647.0,2.6,3406,-1495.7956896986827,Midrange,21.14732728591851,2699323.12
Portable Bluetooth Speaker,Samsung,Smartwatch,370.99,37524.0,1.9,3787,-10014.55834389067,Budget,15.655227563181338,1404939.1300000001
Wireless Bluetooth Headphones,Mi,Speaker,56.71,42179.0,2.6,4688,-74276.65314759301,Budget,21.977734009632925,265856.48
Android Tablet,JBL,Speaker,341.68,52583.0,4.3,4383,-15289.54577382346,Budget,36.05858236309976,1497583.44
Wireless Bluetooth Headphones,Boat,Laptop,94.79,44190.0,1.9,2794,-46518.84164996307,Budget,15.07761603261948,264843.26
4K Action Camera,Dell,Monitor,826.28,73991.0,3.1,3564,-8854.712688192865,Midrange,25.35464993183003,2944861.92
Laptop with SSD Storage,Boat,Smartphone,875.11,9587.0,4.2,4098,-995.5194204157191,Midrange,34.93769294611822,3586200.7800000003
Smartphone with AMOLED Display,Boat,Camera,778.38,11501.0,2.4,4581,-1377.5559495362163,Midrange,20.231738071232257,3565758.78
Portable Bluetooth Speaker,LG,Speaker,173.96,64971.0,3.6,2925,-37248.240974936765,Budget,28.733009693688253,508833.0
Noise Cancelling Earbuds,OnePlus,Speaker,864.96,25018.0,2.0,3440,-2792.388087310396,Midrange,16.28703481159496,2975462.4
Smartphone with AMOLED Display,OnePlus,Laptop,464.15,40909.0,1.4,445,-8713.745556393407,Budget,8.540446532828089,206546.75
4K Action Camera,JBL,Smartwatch,164.61,37622.0,4.2,3232,-22755.233582406898,Budget,33.94089626644682,532019.52
Android Tablet,LG,Laptop,920.25,61790.0,1.4,3736,-6614.479760934529,Midrange,11.516453801279678,3438054.0
Noise Cancelling Earbuds,Boat,Tablet,56.37,24338.0,2.1,896,-43075.44793329786,Budget,14.278017310323472,50507.52
Gaming Laptop,HP,Smartphone,980.08,21198.0,4.4,3709,-2062.8846624765324,Midrange,36.16266348464652,3635116.72
High Resolution Monitor,OnePlus,Monitor,971.82,22657.0,2.4,2889,-2231.3988187112836,Midrange,19.125628274655547,2807587.98
Noise Cancelling Earbuds,Dell,Headphones,992.08,41968.0,4.9,2902,-4130.304007741311,Midrange,39.07014982372069,2879016.16
4K Action Camera,Dell,Headphones,659.32,33177.0,4.9,4566,-4932.002669416975,Midrange,41.2903978846065,3010455.12
Smart Fitness Watch,Samsung,Monitor,207.09,4277.0,2.1,4554,-1965.2856246076585,Budget,17.690359700357522,943087.86
High Resolution Monitor,Apple,Smartwatch,315.98,12689.0,1.2,1685,-3915.7604911703274,Budget,8.916136966274161,532426.3
Wireless Bluetooth Headphones,HP,Tablet,372.22,2107.0,3.8,3112,-466.06308097361773,Budget,30.56470024767811,1158348.6400000001
Portable Bluetooth Speaker,OnePlus,Speaker,465.54,24406.0,2.8,2461,-5142.514069682519,Budget,21.86444205888432,1145693.94
Wireless Bluetooth Headphones,Sony,Smartwatch,54.11,17521.0,1.4,1764,-32280.33635187581,Budget,10.466268357114355,95450.04
Noise Cancelling Earbuds,OnePlus,Speaker,481.7,51534.0,3.8,2069,-10598.359975088231,Budget,29.014154767785776,996637.2999999999
Wireless Bluetooth Headphones,Samsung,Speaker,247.72,13498.0,1.1,1733,-5348.893912481834,Budget,8.204004773074535,429298.76
4K Action Camera,Dell,Headphones,356.27,28575.0,4.5,2749,-7920.602352148651,Budget,35.63710285797278,979386.23
Gaming Laptop,Boat,Smartwatch,93.14,12094.0,1.6,1501,-12884.75413356238,Budget,11.703284531718529,139803.14
Android Tablet,Sony,Tablet,788.67,13719.0,1.5,3634,-1639.5108220168133,Midrange,12.29754658495143,2866026.78
Portable Bluetooth Speaker,LG,Laptop,316.42,7547.0,1.7,3276,-2285.121041653498,Budget,13.760962202787987,1036591.92
Wireless Bluetooth Headphones,Mi,Speaker,944.58,64450.0,4.8,3138,-6723.138326028498,Midrange,38.647965872841375,2964092.04
Wireless Bluetooth Headphones,Boat,Camera,487.03,50325.0,3.8,1351,-10233.039032503131,Budget,27.395492975091056,657977.5299999999
Noise Cancelling Earbuds,Mi,Camera,220.95,13229.0,4.2,2212,-5887.327449649242,Budget,32.34883822821441,488741.39999999997
Android Tablet,HP,Laptop,219.81,11031.0,2.6,591,-4918.425003412038,Budget,16.597117250698414,129907.71
Smartphone with AMOLED Display,Apple,Camera,725.47,24172.0,2.3,353,-3231.9089693577953,Midrange,13.49938290020768,256090.91
Wireless Bluetooth Headphones,Sony,Smartphone,163.88,5009.0,1.9,3777,-2956.5047595801807,Budget,15.650205091316765,618974.76
4K Action Camera,JBL,Speaker,378.68,6635.0,2.9,2327,-1652.1390091898172,Budget,22.483017945668852,881188.36
Smart Fitness Watch,Sony,Laptop,795.49,18016.0,3.2,166,-2164.7676275000313,Midrange,16.377580199733618,132051.34
Portable Bluetooth Speaker,OnePlus,Smartwatch,114.64,4460.0,3.5,4915,-3790.4396371249127,Budget,29.750876647400737,563455.6
Wireless Bluetooth Headphones,Dell,Speaker,396.26,61122.0,2.0,2590,-15324.721142684095,Budget,15.71959836112422,1026313.4
4K Action Camera,OnePlus,Laptop,476.71,48359.0,4.8,1449,-10044.322544104381,Budget,34.940730409990174,690752.7899999999
4K Action Camera,OnePlus,Headphones,518.65,36275.0,1.7,2842,-6894.119348308108,Midrange,13.5194456898067,1474003.3
Portable Bluetooth Speaker,HP,Tablet,732.1,31757.0,4.9,1691,-4237.795383144379,Midrange,36.42496604681423,1237981.1
Smartphone with AMOLED Display,Boat,Smartwatch,682.94,6072.0,1.1,3830,-789.0971388408936,Midrange,9.075969259170716,2615660.2
4K Action Camera,JBL,Tablet,564.79,46525.0,2.9,1547,-8137.575027886472,Midrange,21.29968525703405,873730.1299999999
Smart Fitness Watch,JBL,Headphones,428.11,73535.0,2.3,1145,-17076.660204153137,Budget,16.201275663731774,490185.95
4K Action Camera,OnePlus,Speaker,792.88,29000.0,2.8,1837,-3557.552214710927,Midrange,21.04601324816377,1456520.56
4K Action Camera,Mi,Smartwatch,145.71,48674.0,3.3,3065,-33304.7079816073,Budget,26.492825896124803,446601.15
4K Action Camera,HP,Tablet,505.77,24285.0,2.7,491,-4701.58965537695,Midrange,16.73589253452923,248333.06999999998
Gaming Laptop,OnePlus,Camera,837.56,65868.0,2.7,4083,-7764.272410334783,Midrange,22.450046884068303,3419757.48
Gaming Laptop,Apple,Tablet,607.98,43447.0,3.9,310,-7046.123227737753,Midrange,22.38519235749901,188473.80000000002
Smartphone with AMOLED Display,Dell,Laptop,218.24,59071.0,3.7,3077,-26966.990469208213,Budget,29.71853066327565,671524.48
Wireless Bluetooth Headphones,Boat,Speaker,397.24,75963.0,4.3,2252,-19022.69660658544,Budget,33.19607714385865,894584.48
4K Action Camera,LG,Smartphone,619.82,24462.0,2.0,3549,-3846.629666677422,Midrange,16.349405764938922,2199741.18
Android Tablet,Apple,Tablet,384.67,64970.0,3.4,985,-16789.801648165958,Budget,23.438431605648958,378899.95
Wireless Bluetooth Headphones,Mi,Smartwatch,339.78,54069.0,3.3,3383,-15812.943669433165,Budget,26.818485278396174,1149475.74
Smartphone with AMOLED Display,Sony,Smartwatch,35.52,39704.0,2.5,2310,-111679.27927927929,Budget,19.363589025685954,82051.20000000001
Laptop with SSD Storage,Sony,Monitor,19.55,28370.0,2.9,1276,-145015.0895140665,Budget,20.741579682494365,24945.8
Wireless Bluetooth Headphones,Apple,Tablet,213.77,52696.0,2.3,2156,-24550.792908265892,Budget,17.65588938669506,460888.12
Wireless Bluetooth Headphones,OnePlus,Speaker,590.42,41249.0,1.6,670,-6886.382575116019,Midrange,10.414030619154692,395581.39999999997
High Resolution Monitor,LG,Speaker,515.43,9090.0,1.9,1718,-1663.5760433036494,Midrange,14.154046210227412,885508.7399999999
Noise Cancelling Earbuds,Samsung,Headphones,873.1,42729.0,1.4,4329,-4793.941129309358,Midrange,11.722651949395148,3779649.9
High Resolution Monitor,Samsung,Monitor,578.39,33093.0,3.7,677,-5621.571949722506,Midrange,24.120844965379465,391570.02999999997
Smart Fitness Watch,Mi,Tablet,522.49,7182.0,3.6,4650,-1274.5717621389883,Midrange,30.401415105206752,2429578.5
Gaming Laptop,OnePlus,Camera,381.98,25307.0,4.8,1892,-6525.215979894235,Budget,36.22040712580475,722706.16
Gaming Laptop,JBL,Headphones,305.11,20432.0,3.9,3528,-6596.60122578742,Budget,31.85820231233355,1076428.08
Noise Cancelling Earbuds,JBL,Monitor,85.3,360.5,1.2,615,-322.62602579132476,Budget,7.707896356240223,52459.5
Portable Bluetooth Speaker,Boat,Tablet,497.5,6970.0,4.5,587,-1301.0050251256282,Budget,28.69527126554382,292032.5
Portable Bluetooth Speaker,LG,Tablet,366.95,72432.0,4.5,944,-19638.929009401825,Budget,30.830332173721843,346400.8
Smartphone with AMOLED Display,LG,Headphones,94.51,68918.0,2.8,2955,-72821.38398053116,Budget,22.376458389790656,279277.05
Noise Cancelling Earbuds,Sony,Camera,29.72,22584.0,3.3,287,-75889.2328398385,Budget,18.68776958444862,8529.64
Wireless Bluetooth Headphones,HP,Monitor,50.03,33882.0,4.9,424,-67623.36598041176,Budget,29.655236927729646,21212.72
Portable Bluetooth Speaker,Mi,Tablet,766.82,41556.0,3.1,1117,-5319.263973292298,Midrange,21.759819626516638,856537.9400000001
4K Action Camera,Samsung,Tablet,597.45,7009.0,4.6,1286,-1073.1525650682065,Midrange,32.93631835494218,768320.7000000001
Android Tablet,Mi,Monitor,67.35,10404.0,1.3,1081,-15347.661469933186,Budget,9.082536397228354,72805.34999999999
Wireless Bluetooth Headphones,JBL,Smartphone,874.73,33751.0,1.8,3792,-3758.447749591302,Midrange,14.83364257504002,3316976.16
Smart Fitness Watch,JBL,Headphones,234.63,24487.0,2.8,1691,-10336.431828836892,Budget,20.81426631246527,396759.33
4K Action Camera,Apple,Headphones,447.87,24153.0,3.3,120,-5292.859535132962,Budget,15.826108800469246,53744.4
4K Action Camera,Boat,Smartwatch,456.44,4960.0,4.3,2534,-986.6707562877925,Budget,33.703180338908716,1156618.96
Noise Cancelling Earbuds,LG,Camera,869.74,2526.0,5.0,4743,-190.431623243728,Midrange,42.32317970338781,4125176.82
Smartphone with AMOLED Display,Dell,Laptop,611.78,67452.0,2.6,4534,-10925.532054006342,Midrange,21.890908942628016,2773810.52
Smart Fitness Watch,Mi,Smartphone,992.73,4728.0,1.2,1732,-376.26242785047293,Midrange,8.949131147658727,1719408.36
Portable Bluetooth Speaker,JBL,Monitor,935.0,72778.0,4.2,1281,-7683.743315508022,Midrange,30.055941877418586,1197735.0
Noise Cancelling Earbuds,HP,Monitor,440.29,77033.0,3.4,2430,-17395.968566172298,Budget,26.506597112674818,1069904.7
Portable Bluetooth Speaker,Sony,Monitor,22.56,11299.0,1.8,1331,-49984.21985815604,Budget,12.949986331980602,30027.359999999997
Noise Cancelling Earbuds,Samsung,Smartphone,453.04,67593.0,3.0,3745,-14819.874624757196,Budget,24.6853316490121,1696634.8
Noise Cancelling Earbuds,Boat,Tablet,200.5,369.6,4.0,2070,-84.33915211970076,Budget,30.54314744558234,415035.0
Noise Cancelling Earbuds,HP,Monitor,707.87,32768.0,4.1,1761,-4529.098563295521,Midrange,30.644239706634107,1246559.07
Smartphone with AMOLED Display,Boat,Monitor,69.8,57675.0,3.0,2627,-82528.93982808023,Budget,23.6219351388135,183364.6
Noise Cancelling Earbuds,Apple,Camera,417.5,43571.0,2.2,4952,-10336.167664670658,Budget,18.717047211694126,2067460.0
Laptop with SSD Storage,Dell,Speaker,390.17,29184.0,4.9,1648,-7379.81649024784,Budget,36.298829180542036,643000.16
Android Tablet,JBL,Speaker,560.53,74769.0,3.7,1808,-13238.982748470198,Midrange,27.751959095962594,1013438.24
Portable Bluetooth Speaker,Sony,Smartwatch,246.59,62395.0,2.6,4378,-25203.134758100492,Budget,21.799896733683635,1079571.02
Wireless Bluetooth Headphones,HP,Smartwatch,149.97,2434.0,2.1,3367,-1522.9912649196508,Budget,17.056356188260658,504948.99
High Resolution Monitor,Boat,Monitor,312.79,37656.0,3.9,133,-11938.748041817193,Budget,19.101575219808552,41601.07
Smart Fitness Watch,LG,Camera,279.0,34818.0,2.0,2685,-12379.569892473119,Budget,15.791616754166366,749115.0
Gaming Laptop,Apple,Monitor,267.71,39074.0,1.7,1119,-14495.644540734378,Budget,11.935842739291537,299567.49
Smartphone with AMOLED Display,LG,Smartwatch,862.02,70499.0,3.1,177,-8078.348530196515,Midrange,16.063529005905465,152577.54
Wireless Bluetooth Headphones,Sony,Smartphone,366.86,65709.0,2.2,4080,-17811.192280433952,Budget,18.291014137892777,1496788.8
4K Action Camera,HP,Smartphone,242.76,78972.0,3.5,116,-32430.89471082551,Budget,16.667608771792146,28160.16
Laptop with SSD Storage,Apple,Tablet,621.41,37121.0,1.5,1533,-5873.672776427801,Midrange,11.003450972890802,952621.5299999999
Gaming Laptop,HP,Laptop,796.13,15258.0,3.6,3018,-1816.5211711655134,Midrange,28.84565134694462,2402720.34
High Resolution Monitor,JBL,Speaker,534.53,36308.0,2.1,1024,-6692.509307241876,Midrange,14.55814057230227,547358.72
Wireless Bluetooth Headphones,OnePlus,Camera,206.4,72293.0,1.0,624,-34925.67829457365,Budget,6.437751649736401,128793.6
Gaming Laptop,Apple,Headphones,413.56,27812.0,1.5,1557,-6625.021762259406,Budget,11.02673733964604,643912.92
Wireless Bluetooth Headphones,LG,Speaker,33.56,64245.0,4.7,2421,-191333.25387365912,Budget,36.624039943331276,81248.76000000001
Laptop with SSD Storage,Sony,Headphones,802.5,66942.0,4.5,588,-8241.682242990655,Midrange,28.702917826432138,471870.0
High Resolution Monitor,Dell,Laptop,590.17,51010.0,1.9,1282,-8543.272277479371,Midrange,13.598217092769708,756597.94
4K Action Camera,JBL,Laptop,867.8,62130.0,4.1,4039,-7059.483752016594,Midrange,34.046399880916304,3505044.1999999997
Noise Cancelling Earbuds,OnePlus,Monitor,24.37,32753.0,3.4,1837,-134298.85104636848,Budget,25.55587322991315,44767.69
Portable Bluetooth Speaker,Dell,Smartwatch,622.64,5047.0,4.9,3164,-710.5807529230374,Midrange,39.49355083943356,1970032.96
4K Action Camera,Samsung,Laptop,968.24,55950.0,2.5,1493,-5678.525985292903,Midrange,18.273030914231907,1445582.32
Noise Cancelling Earbuds,JBL,Laptop,688.6,37357.0,3.7,1150,-5325.065349985478,Midrange,26.079029712270966,791890.0
Smartphone with AMOLED Display,Sony,Headphones,837.48,58666.0,1.3,3741,-6905.062807470029,Midrange,10.695588158884245,3133012.68
Android Tablet,Boat,Smartwatch,312.75,75114.0,2.6,4292,-23917.266187050358,Budget,21.74832677738386,1342323.0
Smart Fitness Watch,Apple,Laptop,730.18,28349.0,4.9,3368,-3782.4673368210583,Midrange,39.79961909269211,2459246.2399999998
Smart Fitness Watch,HP,Speaker,548.71,48404.0,3.2,2995,-8721.417506515281,Midrange,25.616106702838756,1643386.4500000002
Portable Bluetooth Speaker,Sony,Tablet,762.51,62656.0,2.2,251,-8117.07256298278,Midrange,12.164743992525132,191390.01
High Resolution Monitor,Apple,Laptop,659.53,69023.0,1.5,1324,-10365.48299546647,Midrange,10.783751607630483,873217.72
Laptop with SSD Storage,Dell,Tablet,821.44,75287.0,3.8,2830,-9065.246396571873,Midrange,30.203864083425216,2324675.2
High Resolution Monitor,HP,Smartwatch,252.98,40642.0,3.6,176,-15965.30160486995,Budget,18.634139037265783,44524.479999999996
Laptop with SSD Storage,Mi,Monitor,894.56,61211.0,2.5,1618,-6742.581827937758,Midrange,18.47390988419409,1447398.0799999998
High Resolution Monitor,LG,Camera,788.52,29174.0,4.8,4074,-3599.8427433673214,Midrange,39.90060492323982,3212430.48
Android Tablet,Samsung,Smartwatch,528.63,38003.0,1.1,952,-7088.960142254507,Midrange,7.545576394019623,503255.76
Smartphone with AMOLED Display,JBL,Headphones,558.46,72649.0,2.2,1321,-12908.809941625183,Midrange,15.81118224490559,737725.66
Smartphone with AMOLED Display,Sony,Camera,341.46,23734.0,4.7,1248,-6850.74093598079,Budget,33.511462997590215,426142.07999999996
Noise Cancelling Earbuds,Samsung,Speaker,70.62,19443.0,2.3,1489,-27431.860662701787,Budget,16.80502221756086,105153.18000000001
Gaming Laptop,Boat,Smartphone,754.13,75872.0,2.0,3855,-9960.864837627465,Midrange,16.514771311460873,2907171.15
Smartphone with AMOLED Display,Apple,Tablet,833.05,77935.0,3.1,1712,-9255.380829482025,Midrange,23.08260464480477,1426181.5999999999
Smartphone with AMOLED Display,Apple,Tablet,193.71,18416.0,4.3,635,-9406.994992514583,Budget,27.757353822362525,123005.85
